,Source,Destination,Starting At,Reaching At,Total Distance,Direction,Drive for_miles,Reach at,Street/Highway,Description,Delay_min,type of incident,Incident Latitude,incident Logintude
0,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Callowhill St: new road layout between 17th St and 15th St,0.0,Construction,39.959789,-75.163719
1,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Callowhill St: new road layout between 17th St and 15th St,0.0,Construction,39.959789,-75.163719
2,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,I-95 S/B: exit ramp to E Girard Ave W/B closed.,0.0,Construction,39.973728,-75.12043
3,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Dauphin St: road closed from American St to 3rd St,0.0,Construction,39.985661,-75.138657
4,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,US-1 S/B: entry ramp from W Cayuga St closed.,0.0,Construction,40.020618,-75.154716
5,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Cheltenham Ave N/B: exit ramp closed at PA-611 Old York Rd,0.0,Construction,40.06192,-75.136642
6,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Cheltenham Ave N/B: exit ramp closed at PA-611 Old York Rd,0.0,Construction,40.06192,-75.136642
7,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,I-95 S/B: two lanes closed between Exit 39 PA-413 Veterans Hwy and Exit 37 Street Rd,0.0,Construction,40.083244,-74.934753
8,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Tyson Ave: road closed from Custer Ave to Edge Hill Rd,0.0,Construction,40.113899,-75.152473
9,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,PA-132 Street Rd: intermittent lane closures between Old Lincoln Hwy and Greenwood Sq,0.0,Construction,40.123859,-74.962601
10,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,US-1: intermittent lane closures from Rockhill Dr to Lincoln Hwy,0.0,Construction,40.149837,-74.949638
11,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,I-295 S/B: entry ramp from NJ-175 River Rd N/B closed.,0.0,Construction,40.260929,-74.844551
12,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,I-295 N/B: entry ramp from River Rd S/B closed.,0.0,Construction,40.263699,-74.841057
13,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Limekiln Rd: road closed between Shady Retreat Rd and Cooks Run Rd,0.0,Construction,40.312038,-75.143547
14,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Alexander Rd: road closed from Canal Rd to Canal Pointe Blvd,0.0,Construction,40.3288,-74.646568
15,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Alexander St: road closed between Lawrence Dr and Delaware And Raritan Canal Towpath,0.0,Construction,40.331902,-74.65255
16,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Baekeland Ave: road closed between Cedar Ave and Clawson St,0.0,Construction,40.56321,-74.501961
17,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Patterson Ave: road closed intermittently between Graham Blvd and Jefferson Ave,0.0,Construction,40.575039,-74.087578
18,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Jefferson Ave: road closed intermittently from Husson St to Railroad Ave,0.0,Construction,40.584011,-74.102501
19,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,PA-611 Easton Rd: lane closed between PA-212 and Durham Rd,0.0,Construction,40.58633,-75.193207
20,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Rockland Ave: road closed intermittently between Slayton Ave and Keating Pl,0.0,Construction,40.59259,-74.155357
21,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,10th St: road closed intermittently from Avenue P to Quentin Rd,0.0,Construction,40.607719,-73.962967
22,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,78th St: road closed intermittently from 7th Ave to 10th Ave,0.0,Construction,40.622559,-74.015808
23,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,44th St E/B: road closed between 4th Ave and 7th Ave,0.0,Accident,40.645802,-74.002411
24,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,5th Ave: road closed between 43rd St and 45th St,0.0,Accident,40.6479,-74.007393
25,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Bergen St: road closed intermittently from New York Ave to Mother Gaston Blvd,0.0,Construction,40.67384,-73.908386
26,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Aqueduct Rd N/B: road closed from Lefferts Blvd to Rockaway Blvd,0.0,Construction,40.678101,-73.830811
27,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,145th St: road closed intermittently from 116th Ave to Foch Blvd,0.0,Construction,40.679611,-73.79641
28,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Bond St: road closed intermittently from Degraw St to Sackett St,0.0,Construction,40.68058,-73.989128
29,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Putnam Ave: road closed intermittently from Central Ave to Evergreen Ave,0.0,Construction,40.690701,-73.916191
30,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Duffield St: road closed intermittently from Concord St to Tillary St,0.0,Construction,40.696098,-73.984108
31,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Spencer St: road closed intermittently from Flushing Ave to Park Ave,0.0,Construction,40.696869,-73.955643
32,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Harrison Pl: road closed from Stewart Ave to Flushing Ave,0.0,Construction,40.707581,-73.923973
33,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,4th St: construction from Kent Ave to Wythe Ave,0.0,Construction,40.712849,-73.96579
34,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Union Tpke W/B: left lane closed between 138th St and Union Tpke,0.0,Construction,40.714264,-73.831459
35,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Suffolk St S/B: road closed from Delancey St to Grand St,0.0,Construction,40.716202,-73.987534
36,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,7th St: road closed intermittently from Bedford Ave to Driggs Ave,0.0,Construction,40.717018,-73.956429
37,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Suffolk St: road closed intermittently from Broome St to Delancey St,0.0,Construction,40.718109,-73.986549
38,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,St Johns Ln: road closed from Laight St to York St,0.0,Construction,40.721081,-74.005836
39,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Greene St: road closed intermittently from Canal St to Grand St,0.0,Construction,40.721642,-74.00219
40,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,66th Rd: road closed intermittently from 108th St to 110th St,0.0,Construction,40.73027,-73.845757
41,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,54th Ave: road closed between 43rd St and Laurel Hill Blvd,0.0,Construction,40.732552,-73.925537
42,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Pulaski Skwy N/B: exit ramp to Broadway Way closed.,0.0,Construction,40.737572,-74.078972
43,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,13th St: road closed intermittently between 9th Ave and Hudson St,0.0,Construction,40.740028,-74.005287
44,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Little West 12th St: road closed intermittently between 9th Ave and Washington St,0.0,Construction,40.740311,-74.007957
45,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,15th St: road closed intermittently between 8th Ave and 9th Ave,0.0,Construction,40.741619,-74.004791
46,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,1st St E/B: road closed from 3rd Ave to Mineola Blvd,0.0,Construction,40.742371,-73.64061
47,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,3rd Ave N/B: road closed from 1st St to Harrison Ave,0.0,Construction,40.742771,-73.642174
48,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,3rd Ave N/B: road closed from 1st St to Harrison Ave,0.0,Construction,40.742771,-73.642174
49,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,31st St: road closed between 9th Ave / 31st St and NY-495 Dyer Ave,0.0,Construction,40.752201,-73.999382
50,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,31st St: road closed intermittently from 9th Ave to NY-495 Lincoln Tunnel Expy,0.0,Construction,40.75222,-73.999428
51,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,33rd St: road closed intermittently from 10th Ave to Hudson Blvd,0.0,Construction,40.754501,-74.00103
52,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,"NY-135 S/B: intermittent ramp closures between Exits 14E,14W and Exit 9",0.0,Construction,40.755608,-73.474922
53,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,49th St: road closed between 5th Ave and 6th Ave,0.0,Construction,40.75927,-73.980873
54,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,5th Ave: intermittent lane closures from 48th St to 52nd St,0.0,Construction,40.759789,-73.976288
55,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,50th St: road closed between 5th Ave and 6th Ave,0.0,Construction,40.759899,-73.980408
56,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Ed Koch Queensboro Brg-Lower Level W/B: exit ramp to E 60th St closed.,0.0,Construction,40.760811,-73.963409
57,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,6th Ave: intermittent lane closures from 48th St to 52nd St,0.0,Construction,40.761162,-73.979477
58,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,38th Ave: road closed intermittently from 208th St to 217th St,0.0,Construction,40.767529,-73.766663
59,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,102nd St N/B: road closed from Ditmars Blvd to La Guardia Rd,0.0,Construction,40.769821,-73.868568
60,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,NJ-495 E/B: one lane closed near County Hwy-501 Junction,0.0,Construction,40.773621,-74.034576
61,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Columbia Ave W/B: road closed from Jane St to CR-681 Paterson Plank Rd,0.0,Construction,40.774281,-74.039932
62,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,84th St: road closed intermittently between End Ave and York Ave,0.0,Construction,40.774609,-73.94809
63,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Westmoreland Pl: road closed intermittently from Shore Rd to West Dr,0.0,Construction,40.776588,-73.752892
64,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,I-295 	Throgs Neck Bridge: intermittent lane closures from Exit 9 to Exit 7,0.0,Construction,40.788567,-73.788544
65,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Garden State Pkwy S/B: construction at Exit 148,0.0,Construction,40.789612,-74.195488
66,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,NJ-3 W/B: entry ramp from NJ-120 S/B closed.,0.0,Construction,40.806591,-74.07444
67,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,3rd Ave Brg: exit ramp to Harlem River Dr S/B lane closed.,0.0,Construction,40.807331,-73.935089
68,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,144th St: construction work from Concord Ave to Wales Ave,0.0,Construction,40.809269,-73.908531
69,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,142nd St: road closed intermittently from Brook Ave to St Anns Ave,0.0,Construction,40.809689,-73.915619
70,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,145th St: construction work from Timpson Pl to Concord Ave,0.0,Construction,40.810329,-73.909126
71,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,145th St: construction work from Concord Ave to Jackson Ave,0.0,Construction,40.81052,-73.910042
72,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,145th St: construction work from Concord Ave to Jackson Ave,0.0,Construction,40.81052,-73.910042
73,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,NJ-3: construction between Park Ave and NJ-17 Rutherford Ave,0.0,Construction,40.810741,-74.100647
74,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,NJ-3: left lane closed between Park Ave and NJ-17 Junction,0.0,Construction,40.811165,-74.10202
75,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Tinton Ave: construction work from 147th St to 149th St,0.0,Construction,40.812672,-73.906349
76,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Wales Ave: construction work from 144th St to 149th St,0.0,Construction,40.812851,-73.907257
77,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,130th St E/B: road closed from 12th Ave to Broadway,0.0,Construction,40.816891,-73.957283
78,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,CR-16 Horse Block Rd: road closed between Express Dr and Hagerman Ave,0.0,Construction,40.820419,-72.970619
79,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,NY-895 N/B: one lane closed from Westchester Ave to 174th St,0.0,Construction,40.833195,-73.88353
80,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,I-87 Major Deegan Expressway: one lane closed between Exit 9 Fordham Rd and Depot Pl,0.0,Construction,40.840149,-73.929207
81,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,Bronx River Pkwy N/B: right lane closed from Story Avenue to East 180th Street,0.0,Construction,40.841236,-73.87236
82,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Start out going east on Spring Garden St toward N 36th St.,0.923,0 days 22:58:58.000000000,Spring Garden St,"I-95 George Washington Bridge Lower Level N/B: left lane closed at Exits 1C-D,1D-C-B",0.0,Construction,40.844788,-73.925468
