,Source,Destination,Starting At,Reaching At,Total Distance,Direction,Drive for_miles,Reach at,Street/Highway,Description,Delay_min,type of incident,Incident Latitude,incident Logintude
512,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,I-495 W/B: emergency repairs between Exit 72 NY-25 and Exit 71 NY-24 Edwards Ave,0.0,Accident,40.902813,-72.741013
513,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,I-495 W/B: emergency repairs between Exit 72 NY-25 and Exit 71 NY-24 Edwards Ave,0.0,Accident,40.902813,-72.741013
514,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,Wilson Pl: road closed from Stevens Avenue to 1st St,0.0,Construction,40.91114,-73.838928
515,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,Riverdale Avenue S/B: long-term construction between Main St and Riverdale Ave,0.0,Construction,40.932091,-73.900284
516,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,I-287 Cross Westchester Expy E/B: left lane closed at Exit 10 NY-120 Westchester Ave,0.0,Construction,41.011929,-73.702141
517,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,NY-9A N/B: intermittent lane closures between Jackson Ave and NY-100B,0.0,Construction,41.027531,-73.842102
518,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,I-287 Cross Westchester Expy S/B: Deceleration lane closed between Exit 4 and Exit 6,0.0,Construction,41.045124,-73.770058
519,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,US-1 Boston Post Rd: intermittent lane closures between Weed Ave and Brookside Dr,0.0,Construction,41.060909,-73.507149
520,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,I-287 N/B: Deceleration lane closed between I-87 and Exit 10,0.0,Construction,41.081024,-73.922585
521,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,I-287 N/B: Deceleration lane closed between I-87 and Exit 10,0.0,Construction,41.081024,-73.922585
522,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,US-1: intermittent lane closures between Strawberry Hill Ave and County St,0.0,Construction,41.124878,-73.395691
523,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,I-684 S/B: intermittent lane closures between Exit 7 and Exit 4,0.0,Construction,41.194447,-73.686211
524,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,I-684 S/B: exit ramp to NY-35 closed.,0.0,Construction,41.262798,-73.683502
525,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,I-684 S/B: exit ramp to NY-35 closed.,0.0,Construction,41.262798,-73.683502
526,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,"I-684 N/B: intermittent lane closures between Exit 4 and Exits 5,6",0.0,Construction,41.264046,-73.683937
527,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,CT-740 Brushy Plain Rd: intermittent lane closures at Ivy St,0.0,Construction,41.293331,-72.819397
528,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,CT-740 Brushy Plain Rd: intermittent lane closures at Totoket Rd,0.0,Construction,41.319191,-72.818802
529,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,I-84: intermittent lane closures between Exit 30 and Exit 46,0.0,Construction,41.338436,-74.837151
530,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,CR-11 Highland Ave: road closed between NY-211 State St and Main St,0.0,Construction,41.47345,-74.537979
531,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,CT-71 Main St: intermittent lane closures between CT-71 and Bradley Ave,0.0,Construction,41.539612,-72.815109
532,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,I-84 E/B: exit ramp to CT-8 S/B construction work.,0.0,Construction,41.55117,-73.05481
533,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,"I-84 E/B: intermittent lane closures at Exits 19,20",0.0,Construction,41.552525,-73.05336
534,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,I-84: intermittent lane closures at I-84 Exit 29 / CT-10 Main St / Mulberry St,0.0,Construction,41.578953,-72.902061
535,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,I-95 N/B: lane closed on entry ramp at Exit 6A Hopkins Hill Rd,0.0,Construction,41.652225,-71.576385
536,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,CT-109 Branch Rd: road closed between Pitch Rd and Moosehorn Rd,0.0,Construction,41.6693,-73.13414
537,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,US-9 S/B: exit ramp to Laurel St intermittent ramp closures.,0.0,Construction,41.701389,-73.936928
538,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,I-91 S/B: entry ramp from CT-15 S/B closed.,0.0,Construction,41.735958,-72.66497
539,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,I-91 N/B: exit ramp to CT-15 S/B closed.,0.0,Construction,41.736149,-72.663857
540,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,Hillstown Rd: intermittent lane closures from Wetherell St to Bush Hill Rd,0.0,Construction,41.74276,-72.56855
541,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,I-84: intermittent lane closures at Exit 44 Prospect Ave,0.0,Construction,41.749756,-72.716057
542,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,I-84: intermittent lane closures at Exit 44 Prospect Ave,0.0,Construction,41.749756,-72.716057
543,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,I-84: intermittent lane closures at I-84 Exit 44 / Caya Ave / Kane St,0.0,Construction,41.75,-72.7117
544,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,I-91 N/B: exit ramp to CT-15 closed.,0.0,Construction,41.750259,-72.657211
545,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,Mill Ln Bridge : road closed between Parksville Rd and US-44,0.0,Construction,41.751789,-73.800941
546,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,CT-177 Main St: intermittent lane closures between CT-4 and Railroad Ave,0.0,Construction,41.755039,-72.886803
547,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,US-202 Torrington Rd: single alternate line traffic between Lincoln Pl and Bertoli Dr,0.0,Construction,41.763924,-73.17807
548,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,US-6 E/B: exit ramp to Broadway E/B closed.,0.0,Construction,41.814671,-71.438858
549,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,US-6: traffic shift from US-6 / Harris Ave / Tobey St to US-6 / RI-101 Hartford Ave,0.0,Construction,41.816616,-71.447601
550,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,I-195 W/B: exit ramp to Gano St closed.,0.0,Construction,41.82037,-71.388802
551,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,RI-114 Exchange St: construction work from RI-123 to High St,0.0,Construction,41.87989,-71.383926
552,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,RI-114 Broad St: construction work near RI-122 Mendon Rd / RI-114 Broad St,0.0,Construction,41.91642,-71.40477
553,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,I-84 W/B: intermittent lane closures at Potter School Rd,0.0,Construction,41.938648,-72.229286
554,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,I-84: restrictions between I-84 Exit 71 / Mihaliak Rd / Lohse Rd and Exit 72 CT-89,0.0,Construction,41.958336,-72.195976
555,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,MA-147 Memorial Ave: restrictions at River St,0.0,Construction,42.090759,-72.626389
556,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,I-91 N/B: bridge maintenance work at Exit 18 US-5 Mt Tom Rd,0.0,Construction,42.30632,-72.624008
557,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,Damon Rd: intermittent lane closures at I-91 Exit 19,0.0,Construction,42.33379,-72.620796
558,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,I-95 N/B: restrictions at Exit 26 US-20 Boston Post Rd,0.0,Construction,42.374306,-71.267876
559,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Take the exit on the left toward I-95/Trenton/Chester.,0.383,0 days 23:01:42.000000000,No Street,I-95 S/B: restrictions at I-95 Exits 26,0.0,Construction,42.374386,-71.268127
560,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,Callowhill St: new road layout between 17th St and 15th St,0.0,Construction,39.959789,-75.163719
561,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,Callowhill St: new road layout between 17th St and 15th St,0.0,Construction,39.959789,-75.163719
562,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,I-95 S/B: exit ramp to E Girard Ave W/B closed.,0.55,Construction,39.973728,-75.12043
563,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,Dauphin St: road closed from American St to 3rd St,0.0,Construction,39.985661,-75.138657
564,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,US-1 S/B: entry ramp from W Cayuga St closed.,0.0,Construction,40.020618,-75.154716
565,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,Cheltenham Ave N/B: exit ramp closed at PA-611 Old York Rd,0.0,Construction,40.06192,-75.136642
566,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,Cheltenham Ave N/B: exit ramp closed at PA-611 Old York Rd,0.0,Construction,40.06192,-75.136642
567,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,I-95 S/B: two lanes closed between Exit 39 PA-413 Veterans Hwy and Exit 37 Street Rd,0.15,Construction,40.083244,-74.934753
568,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,Tyson Ave: road closed from Custer Ave to Edge Hill Rd,0.0,Construction,40.113899,-75.152473
569,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,PA-132 Street Rd: intermittent lane closures between Old Lincoln Hwy and Greenwood Sq,0.7,Construction,40.123859,-74.962601
570,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,US-1: intermittent lane closures from Rockhill Dr to Lincoln Hwy,0.0,Construction,40.149837,-74.949638
571,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,I-295 S/B: entry ramp from NJ-175 River Rd N/B closed.,0.0,Construction,40.260929,-74.844551
572,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,I-295 N/B: entry ramp from River Rd S/B closed.,0.02,Construction,40.263699,-74.841057
573,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,Limekiln Rd: road closed between Shady Retreat Rd and Cooks Run Rd,0.0,Construction,40.312038,-75.143547
574,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,Alexander Rd: road closed from Canal Rd to Canal Pointe Blvd,0.0,Construction,40.3288,-74.646568
575,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,Alexander St: road closed between Lawrence Dr and Delaware And Raritan Canal Towpath,0.0,Construction,40.331902,-74.65255
576,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,Baekeland Ave: road closed between Cedar Ave and Clawson St,0.0,Construction,40.56321,-74.501961
577,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,Patterson Ave: road closed intermittently between Graham Blvd and Jefferson Ave,0.0,Construction,40.575039,-74.087578
578,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,Jefferson Ave: road closed intermittently from Husson St to Railroad Ave,0.1,Construction,40.584011,-74.102501
579,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,PA-611 Easton Rd: lane closed between PA-212 and Durham Rd,0.0,Construction,40.58633,-75.193207
580,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,Rockland Ave: road closed intermittently between Slayton Ave and Keating Pl,0.0,Construction,40.59259,-74.155357
581,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,10th St: road closed intermittently from Avenue P to Quentin Rd,0.0,Construction,40.607719,-73.962967
582,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,78th St: road closed intermittently from 7th Ave to 10th Ave,0.0,Construction,40.622559,-74.015808
583,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,44th St E/B: road closed between 4th Ave and 7th Ave,0.0,Accident,40.645802,-74.002411
584,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,5th Ave: road closed between 43rd St and 45th St,0.0,Accident,40.6479,-74.007393
585,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,Bergen St: road closed intermittently from New York Ave to Mother Gaston Blvd,0.0,Construction,40.67384,-73.908386
586,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,Aqueduct Rd N/B: road closed from Lefferts Blvd to Rockaway Blvd,0.0,Construction,40.678101,-73.830811
587,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,145th St: road closed intermittently from 116th Ave to Foch Blvd,0.0,Construction,40.679611,-73.79641
588,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,Bond St: road closed intermittently from Degraw St to Sackett St,0.0,Construction,40.68058,-73.989128
589,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,Putnam Ave: road closed intermittently from Central Ave to Evergreen Ave,0.0,Construction,40.690701,-73.916191
590,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,Duffield St: road closed intermittently from Concord St to Tillary St,0.0,Construction,40.696098,-73.984108
591,"3619 Spring Garden St, Philadelphia, PA","1515 Massachusetts Ave, Cambridge, MA",22:56:04,1 days 04:19:14.000000000,306.19,Merge onto I-95 N via the exit on the left toward Trenton (Portions toll) (Crossing into New Jersey).,93.729,1 days 00:38:46.000000000,I-95 N,Spencer St: road closed intermittently from Flushing Ave to Park Ave,0.0,Construction,40.696869,-73.955643
